Model,GM,Top plan geometry side count (X1),Bottom plan geometry side count (X2),Top and Bottom plan orientation (X3),Number of stories (X4),Floor height (X5),Vertical transformation method (X6),Tapering (X7),Twisting Angle (X8),Curvilinear; location of control floor (X9),Curvilinear; scale of control floor (X10),TotalGrossArea,AspectRatio,TotalFacadeArea,DiagridAngleBottom,DiagridAngleTop,DiagridAngleAvg,TotalMass, Mean Squared Error, Scale Factor, 5-75% Duration (sec), 5-95% Duration (sec), Arias Intensity (m/sec), Magnitude, Mechanism, Rjb (km), Rrup (km), Vs30 (m/sec), Lowest Useable Frequency (Hz), Initial-search Scale Factor,Overall_Max_Acc,Acc_X,Acc_Y,Acc_Time,Acc_Floor,Max_Displacement,Displacement_X,Displacement_Y,Disp_Time,Disp_Story,Overall_Max_Drift,Drift_X,Drift_Y,Drift_Time,Drift_Floor,Max_Stress_Tension_diagrid,Stress_Tens_Time_diagrid,Stress_Tens_Story_diagrid,Max_Stress_Compression_diagrid,Stress_Comp_Time_diagrid,Stress_Comp_Story_diagrid,Max_Shear_diagrid,Shear_Time_diagrid,Shear_Story_diagrid,Max_Von_Mises_diagrid,VM_Time_diagrid,VM_Story_diagrid,Total_Max_Stress_Tension_tot,Total_Stress_Tens_Time_tot,Total_Stress_Tens_Story_tot,Total_Max_Stress_Compression_tot,Total_Stress_Comp_Time_tot,Total_Stress_Comp_Story_tot,Total_Max_Shear_tot,Total_Shear_Time_tot,Total_Shear_Story_tot,Total_Max_Von_Mises_tot,Total_VM_Time_tot,Total_VM_Story_tot,Overall_Max_Torsion,Torsion_Time,Torsion_Floor,Diagrid_Max_Magnitude_R,Diagrid_Ry_Value,Diagrid_Rz_Value,Diagrid_Max_Time_R,Diagrid_Max_Magnitude_M,Diagrid_My_Value,Diagrid_Mz_Value,Diagrid_Max_Time_M,Core_Max_Magnitude_R,Core_Ry_Value,Core_Rz_Value,Core_Max_Time_R,Core_Max_Magnitude_M,Core_My_Value,Core_Mz_Value,Core_Max_Time_M,Total_Max_Magnitude_R,Total_Ry_Value,Total_Rz_Value,Total_Diagrid_R_Contrib_Value,Total_Core_R_Contrib_Value,Total_Max_Time_R,Total_Max_Magnitude_M,Total_My_Value,Total_Mz_Value,Total_Diagrid_M_Contrib_Value,Total_Core_M_Contrib_Value,Total_Max_Time_M,Cost of structure,Cost of floor,Cost of Land,Total costs,Total costs/TGA,selleble price,EC Steel1,EC Steel2,EC Steel3,EC floor1,EC floor2,"EC total steel1, floor1","EC total steel2, floor1","EC total steel3, floor1","EC total steel1, floor2","EC total steel2, floor2","EC total steel3, floor2","EC GIA (Steel1, floor 1)","EC GIA (Steel2, floor 1)","EC GIA (Steel3, floor 1)","EC GIA (Steel1, floor 2)","EC GIA (Steel2, floor 2)","EC GIA (Steel3, floor 2)"
530,1,7,12,0,48,4,1,,60,,,72038.5252,4.313911,26788.34991,64.43874,80.697157,72.567948,19400000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,1.011,0.6185,-0.79969,19.23,48,0.10762,-0.065951,0.085043,19.17,48,0.002553,-0.0010969,0.0023053,19.18,43,94025000,19.17,34,-95189000,19.16,34,4384600,19.09,0,95229000,19.16,34,127290000,19.14,0,-135030000,19.06,0,4384600,19.09,0,135030000,19.06,0,0.0001699,19.16,45,697760000,-12906000,697640000,19.05,13824000,13760000,-1327000,19.07,541770000,1519600,541770000,12.47,6070500000,6070500000,27937000,11.25,1239500000,-14134000,1239400000,56.294,43.7092,19.03,6075500000,6075400000,26610000,0.0841,99.9189,11.25,74496000,5402889.39,750000,79898889.39,1109.113341,7203852.52,30855700,7721200,1398740,5878373.03,3579896.13,36734073.03,13599573.03,7277113.03,34435596.13,11301096.13,4978636.13,509.9226133,188.7819468,101.0169629,478.0163952,156.8757286,69.11074479
530,2,7,12,0,48,4,1,,60,,,72038.5252,4.313911,26788.34991,64.43874,80.697157,72.567948,19400000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,2.0196,0.96092,1.7763,1.47,48,0.073734,-0.025011,-0.069363,1.48,48,0.0024307,-0.0013485,-0.0020223,1.55,45,94245000,1.56,38,-93564000,1.56,35,3954500,1.24,0,94250000,1.56,38,123340000,1.29,0,-132160000,1.24,0,3954500,1.24,0,132160000,1.24,0,0.0001699,3.13,45,697800000,15042000,697640000,1.23,12941000,-12873000,-1326400,2.57,541780000,2858000,541770000,1.22,6056900000,6056700000,43873000,2.22,1239500000,17852000,1239400000,56.2953,43.708,1.22,6059700000,6059500000,43459000,0.0519,99.9531,2.23,74496000,5402889.39,750000,79898889.39,1109.113341,7203852.52,30855700,7721200,1398740,5878373.03,3579896.13,36734073.03,13599573.03,7277113.03,34435596.13,11301096.13,4978636.13,509.9226133,188.7819468,101.0169629,478.0163952,156.8757286,69.11074479
530,3,7,12,0,48,4,1,,60,,,72038.5252,4.313911,26788.34991,64.43874,80.697157,72.567948,19400000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.4021,-0.9273,1.0517,4.51,48,0.08866,0.061199,0.06415,7.98,47,0.0020113,0.0012199,0.0015991,7.96,45,91286000,7.81,19,-95478000,7.82,19,4156300,12.1,0,95478000,7.82,19,125890000,12.99,0,-133310000,8.01,0,4156300,12.1,0,133310000,8.01,0,0.0001699,4.3,45,697750000,12610000,697640000,8.78,11818000,11744000,-1326600,12.11,541770000,2202100,541770000,6.9,6124800000,6124700000,42947000,8.03,1239500000,14783000,1239400000,56.2933,43.7091,8.78,6121400000,6121200000,41620000,0.0603,100.0564,8.03,74496000,5402889.39,750000,79898889.39,1109.113341,7203852.52,30855700,7721200,1398740,5878373.03,3579896.13,36734073.03,13599573.03,7277113.03,34435596.13,11301096.13,4978636.13,509.9226133,188.7819468,101.0169629,478.0163952,156.8757286,69.11074479
530,4,7,12,0,48,4,1,,60,,,72038.5252,4.313911,26788.34991,64.43874,80.697157,72.567948,19400000,0.3823,0.3124,3.8,10.9,0.4,6.36, Reverse,24.83,26.38,381.27,0.2875,0.3497,1.4283,1.31,0.56907,8.53,48,0.09829,0.079812,0.057366,7.91,47,0.0025984,-0.0023504,-0.0011079,8.65,45,96003000,8.65,30,-97539000,9.81,19,4156700,9.63,0,97539000,9.81,19,126560000,8.65,0,-134770000,9.66,0,4156700,9.63,0,134770000,9.66,0,0.0001699,8.23,45,697720000,-10821000,697640000,9.66,13455000,-13390000,-1326800,9.47,541770000,-2047200,541770000,7.58,6140700000,6140500000,46026000,9.7,1239500000,-12699000,1239400000,56.2919,43.7098,9.65,6140900000,6140700000,41630000,0.0249,99.9878,9.72,74496000,5402889.39,750000,79898889.39,1109.113341,7203852.52,30855700,7721200,1398740,5878373.03,3579896.13,36734073.03,13599573.03,7277113.03,34435596.13,11301096.13,4978636.13,509.9226133,188.7819468,101.0169629,478.0163952,156.8757286,69.11074479
530,5,7,12,0,48,4,1,,60,,,72038.5252,4.313911,26788.34991,64.43874,80.697157,72.567948,19400000,0.3757,2.3281,4.4,11.6,0,6.1, Normal,26.75,29.2,454.56,0.75,2.6062,1.7133,-1.2181,1.2049,8.32,48,0.062609,0.056851,0.026229,7.2,47,0.0020145,0.0013162,-0.0015251,8.35,45,93069000,8.33,35,-94955000,8.33,34,4068200,8.32,0,94992000,8.33,34,122200000,8.58,0,-130480000,8.6,0,4068200,8.32,0,130480000,8.6,0,0.00016992,8.63,45,697770000,-13658000,697640000,7.66,16309000,16255000,-1327000,8.25,541770000,-2188200,541770000,7.65,6047000000,6046900000,26647000,7.12,1239500000,-15838000,1239400000,56.2943,43.7087,7.66,6053800000,6053800000,15468000,0.1566,99.845,7.15,74496000,5402889.39,750000,79898889.39,1109.113341,7203852.52,30855700,7721200,1398740,5878373.03,3579896.13,36734073.03,13599573.03,7277113.03,34435596.13,11301096.13,4978636.13,509.9226133,188.7819468,101.0169629,478.0163952,156.8757286,69.11074479
530,6,7,12,0,48,4,1,,60,,,72038.5252,4.313911,26788.34991,64.43874,80.697157,72.567948,19400000,0.1168,0.5106,6,11,0.5,6.69, Reverse,17.81,18.5,411.55,0.375,0.5716,1.4907,-0.54158,1.3888,4.42,48,0.063705,0.047358,0.042609,10.73,47,0.0016599,-0.00061115,0.0015433,4.74,45,90636000,4.72,34,-91733000,4.72,34,3923000,4.44,0,91772000,4.72,34,121760000,10.6,0,-128620000,4.11,0,3923000,4.44,0,128630000,4.11,0,0.00016992,4.72,45,697710000,-10409000,697640000,4.45,11644000,-11568000,-1325500,4.11,541770000,1550200,541770000,4.11,6052100000,6052100000,12432000,10.64,1239500000,-11907000,1239400000,56.2918,43.71,4.45,6056500000,6056500000,8324200,0.0817,99.9213,10.65,74496000,5402889.39,750000,79898889.39,1109.113341,7203852.52,30855700,7721200,1398740,5878373.03,3579896.13,36734073.03,13599573.03,7277113.03,34435596.13,11301096.13,4978636.13,509.9226133,188.7819468,101.0169629,478.0163952,156.8757286,69.11074479
530,7,7,12,0,48,4,1,,60,,,72038.5252,4.313911,26788.34991,64.43874,80.697157,72.567948,19400000,0.0933,0.9772,4.7,13.8,0.1,5.61, Reverse,23.67,25.69,365.22,0.2,1.094,1.8272,1.8029,0.29705,7.5,48,0.061143,-0.043229,0.043241,13.24,48,0.0015127,-0.0006108,-0.0013839,7.69,45,88141000,7.62,30,-88872000,12.29,34,3980500,7.18,0,88912000,12.29,34,122090000,14.3,0,-130580000,7.29,0,3980500,7.18,0,130580000,7.29,0,0.0001699,7.45,45,697690000,8386300,697640000,7.28,12782000,12713000,-1326000,7.19,541770000,2023200,541770000,7.28,6056500000,6056500000,18103000,8.45,1239400000,10410000,1239400000,56.2902,43.7107,7.28,6060800000,6060800000,23528000,0.0969,99.9057,8.49,74496000,5402889.39,750000,79898889.39,1109.113341,7203852.52,30855700,7721200,1398740,5878373.03,3579896.13,36734073.03,13599573.03,7277113.03,34435596.13,11301096.13,4978636.13,509.9226133,188.7819468,101.0169629,478.0163952,156.8757286,69.11074479
531,1,9,6,0,60,4.5,2,,,0.75,0.85,90096.02039,6.112589,38034.71982,70.477212,71.642093,71.059652,27100000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,0.56957,-0.45451,0.34326,6.68,60,0.072083,-0.0091857,-0.071495,21.44,60,0.0020944,-0.00028237,-0.0020753,21.44,57,71020000,17.32,44,-71201000,17.3,44,2558100,17.22,59,71201000,17.3,44,75730000,14.64,0,-76660000,14.97,0,2558100,17.22,59,76660000,14.97,0,0.00011447,0.01,57,700980000,7013400,700950000,15.8,7904800,7904600,58150,12.69,422820000,1245200,422820000,15.78,5100000000,5100000000,10108000,14.39,1123800000,8250000,1123800000,62.3762,37.6244,15.79,5098600000,5098600000,10166000,0.0271,100.0271,14.39,104064000,6757201.529,750000,110821201.5,1230.034368,9009602.039,43102550,10785800,1953910,7351872,4477248.72,50454422,18137672,9305782,47579798.72,15263048.72,6431158.72,560.007221,201.3149074,103.2873812,528.1010028,169.4086892,71.38116303
531,2,9,6,0,60,4.5,2,,,0.75,0.85,90096.02039,6.112589,38034.71982,70.477212,71.642093,71.059652,27100000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,1.5695,-1.5666,0.096555,2.62,24,0.045922,-0.025636,-0.038101,1.63,60,0.0023101,-0.0011265,-0.0020168,1.69,57,72468000,2.17,44,-72682000,2.17,44,2597100,2.2,59,72682000,2.17,44,75835000,2.6,0,-78804000,2.58,0,2597100,2.2,59,78804000,2.58,0,0.00011447,0.01,57,701070000,12831000,700950000,1.23,16073000,-16073000,58150,2.57,422830000,2725400,422820000,1.22,5065000000,5064800000,45009000,2.68,1123900000,15516000,1123800000,62.3793,37.6224,1.23,5069900000,5069800000,39903000,0.1206,99.8794,2.7,104064000,6757201.529,750000,110821201.5,1230.034368,9009602.039,43102550,10785800,1953910,7351872,4477248.72,50454422,18137672,9305782,47579798.72,15263048.72,6431158.72,560.007221,201.3149074,103.2873812,528.1010028,169.4086892,71.38116303
531,3,9,6,0,60,4.5,2,,,0.75,0.85,90096.02039,6.112589,38034.71982,70.477212,71.642093,71.059652,27100000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.0373,-0.23743,1.0098,4.24,24,0.075603,-0.050013,-0.056696,7.46,60,0.002426,-0.0015089,-0.0018997,7.46,57,71579000,7.54,44,-71507000,6.25,44,2574000,6.29,59,71588000,7.54,44,76638000,11.96,0,-77605000,11.93,0,2574000,6.29,59,77605000,11.93,0,0.00011447,0.01,57,701000000,8788200,700950000,4.19,11973000,11973000,58150,4.57,422830000,2016500,422820000,4.18,5109100000,5109000000,13663000,11.96,1123800000,10772000,1123800000,62.3768,37.6239,4.19,5105100000,5105100000,18927000,0.0601,100.0601,11.89,104064000,6757201.529,750000,110821201.5,1230.034368,9009602.039,43102550,10785800,1953910,7351872,4477248.72,50454422,18137672,9305782,47579798.72,15263048.72,6431158.72,560.007221,201.3149074,103.2873812,528.1010028,169.4086892,71.38116303
531,4,9,6,0,60,4.5,2,,,0.75,0.85,90096.02039,6.112589,38034.71982,70.477212,71.642093,71.059652,27100000,0.3823,0.3124,3.8,10.9,0.4,6.36, Reverse,24.83,26.38,381.27,0.2875,0.3497,1.336,-0.69819,-1.139,8.05,60,0.067701,0.043506,0.051872,8.19,60,0.0026449,0.0014728,0.0021969,8.21,53,77649000,8.26,44,-77707000,8.26,44,2651900,8.27,59,77708000,8.26,44,77649000,8.26,44,-79564000,8.69,0,2651900,8.27,59,79564000,8.69,0,0.00011447,0.01,57,701030000,10357000,700950000,8.15,20443000,-20443000,58150,8.61,422830000,2427800,422820000,8.14,5077800000,5077800000,5485000,5.94,1123800000,12766000,1123800000,62.3776,37.6234,8.15,5087600000,5087600000,9198600,0.2099,99.7901,8,104064000,6757201.529,750000,110821201.5,1230.034368,9009602.039,43102550,10785800,1953910,7351872,4477248.72,50454422,18137672,9305782,47579798.72,15263048.72,6431158.72,560.007221,201.3149074,103.2873812,528.1010028,169.4086892,71.38116303
531,5,9,6,0,60,4.5,2,,,0.75,0.85,90096.02039,6.112589,38034.71982,70.477212,71.642093,71.059652,27100000,0.3757,2.3281,4.4,11.6,0,6.1, Normal,26.75,29.2,454.56,0.75,2.6062,1.6937,1.2249,1.1698,7.79,60,0.025535,-0.025007,-0.0051688,7.8,60,0.0016758,-0.0015446,-0.00065009,8.76,57,73591000,8.21,44,-73750000,8.21,44,2608800,8.24,59,73750000,8.21,44,77008000,8.07,0,-79196000,8.07,0,2608800,8.24,59,79196000,8.07,0,0.00011447,0.01,57,701050000,-11642000,700950000,7.67,24860000,24860000,58150,8.26,422830000,-2544600,422820000,7.66,5046800000,5046800000,20297000,9.76,1123900000,-14154000,1123800000,62.3784,37.6229,7.67,5044600000,5044600000,8978400,0.0784,99.9216,9.83,104064000,6757201.529,750000,110821201.5,1230.034368,9009602.039,43102550,10785800,1953910,7351872,4477248.72,50454422,18137672,9305782,47579798.72,15263048.72,6431158.72,560.007221,201.3149074,103.2873812,528.1010028,169.4086892,71.38116303
531,6,9,6,0,60,4.5,2,,,0.75,0.85,90096.02039,6.112589,38034.71982,70.477212,71.642093,71.059652,27100000,0.1168,0.5106,6,11,0.5,6.69, Reverse,17.81,18.5,411.55,0.375,0.5716,1.3558,-1.3458,-0.1643,5.27,43,0.023826,-0.014714,-0.01874,14.84,57,0.0011284,-0.0007946,0.00080116,4.87,55,70350000,10.94,56,-69997000,10.9,44,2570600,10.93,59,70350000,10.94,56,75855000,4.13,0,-77834000,5.08,0,2570600,10.93,59,77843000,5.08,0,0.00011447,0.01,57,701000000,-8523700,700950000,4.46,17134000,-17134000,58150,5.07,422830000,-1857300,422820000,4.45,5038200000,5038200000,17813000,13.38,1123800000,-10328000,1123800000,62.3767,37.624,4.45,5045000000,5045000000,14747000,0.3025,99.6975,5.3,104064000,6757201.529,750000,110821201.5,1230.034368,9009602.039,43102550,10785800,1953910,7351872,4477248.72,50454422,18137672,9305782,47579798.72,15263048.72,6431158.72,560.007221,201.3149074,103.2873812,528.1010028,169.4086892,71.38116303
531,7,9,6,0,60,4.5,2,,,0.75,0.85,90096.02039,6.112589,38034.71982,70.477212,71.642093,71.059652,27100000,0.0933,0.9772,4.7,13.8,0.1,5.61, Reverse,23.67,25.69,365.22,0.2,1.094,1.4311,1.4297,0.062398,7.5,60,0.037277,-0.023733,-0.028747,7.78,60,0.0016189,-0.0007866,-0.0014149,7.81,57,69342000,16.1,44,-69669000,16.1,44,2549700,16.13,59,69670000,16.1,44,75332000,9.61,0,-76816000,9.6,0,2549700,16.13,59,76819000,9.6,0,0.00011447,0.01,57,701000000,8777500,700950000,7.29,14671000,14671000,58150,7.19,422830000,2012600,422820000,7.28,5056100000,5056000000,12507000,16.04,1123800000,10776000,1123800000,62.3768,37.6239,7.28,5059100000,5059100000,12059000,0.0757,99.9243,16.07,104064000,6757201.529,750000,110821201.5,1230.034368,9009602.039,43102550,10785800,1953910,7351872,4477248.72,50454422,18137672,9305782,47579798.72,15263048.72,6431158.72,560.007221,201.3149074,103.2873812,528.1010028,169.4086892,71.38116303
532,1,7,5,1,52,3.5,0,0.6,,,,61862.94774,4.089228,23042.86723,64.695876,71.889446,68.292661,15900000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,1.0788,-0.65823,0.85477,19.65,52,0.065954,-0.048224,0.044993,20.5,52,0.0020608,0.0011252,-0.0017265,21.27,45,104780000,18.63,37,-116730000,19.7,37,7842100,21.25,51,116740000,19.7,37,104780000,18.63,37,-116730000,19.7,37,7842100,21.25,51,116740000,19.7,37,0.00011521,17.83,38,622000000,-11562000,621890000,18.72,12153000,12153000,-65169,23.86,364560000,-1634800,364560000,18.72,4075900000,4075800000,26173000,25,986540000,-13197000,986450000,63.0489,36.9534,18.72,4080600000,4080500000,29121000,0.141,99.859,18.5,61056000,4639721.081,750000,65695721.08,1061.95588,6186294.774,25288950,6328200,1146390,5048041.76,3074229.054,30336991.76,11376241.76,6194431.76,28363179.05,9402429.054,4220619.054,490.3903365,183.8942723,100.1315325,458.4841184,151.9880542,68.22531432
532,2,7,5,1,52,3.5,0,0.6,,,,61862.94774,4.089228,23042.86723,64.695876,71.889446,68.292661,15900000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,2.4613,0.92958,2.279,1.47,52,0.052804,-0.028557,-0.044416,1.47,52,0.0024469,-0.0010422,-0.0022139,1.53,49,109250000,1.55,37,-115890000,1.55,37,8106400,1.53,51,115900000,1.55,37,109250000,1.55,37,-115890000,1.55,37,8106400,1.53,51,115900000,1.55,37,0.00011527,1.51,38,622090000,15554000,621900000,1.22,14312000,14312000,-86191,2.73,364560000,2266800,364550000,1.21,4077600000,4077600000,3127400,2.03,986610000,17821000,986450000,63.0533,36.9508,1.22,4082800000,4082700000,7716000,0.1461,99.8539,2.05,61056000,4639721.081,750000,65695721.08,1061.95588,6186294.774,25288950,6328200,1146390,5048041.76,3074229.054,30336991.76,11376241.76,6194431.76,28363179.05,9402429.054,4220619.054,490.3903365,183.8942723,100.1315325,458.4841184,151.9880542,68.22531432
532,3,7,5,1,52,3.5,0,0.6,,,,61862.94774,4.089228,23042.86723,64.695876,71.889446,68.292661,15900000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.8759,-1.3553,1.297,4.5,52,0.055801,-0.054575,0.011633,12.06,52,0.0018539,0.001844,0.0001914,7.77,49,104170000,8.63,37,-117830000,4.6,37,7874400,4.5,51,117840000,4.6,37,104170000,8.63,37,-117830000,4.6,37,7874400,4.5,51,117840000,4.6,37,0.00011521,4.44,38,621990000,10993000,621890000,4.18,13695000,13695000,-67274,4.55,364560000,1658700,364560000,4.18,4086900000,4086800000,23424000,7.76,986530000,12651000,986450000,63.0483,36.9537,4.18,4091500000,4091400000,27215000,0.1206,99.8794,7.73,61056000,4639721.081,750000,65695721.08,1061.95588,6186294.774,25288950,6328200,1146390,5048041.76,3074229.054,30336991.76,11376241.76,6194431.76,28363179.05,9402429.054,4220619.054,490.3903365,183.8942723,100.1315325,458.4841184,151.9880542,68.22531432
532,4,7,5,1,52,3.5,0,0.6,,,,61862.94774,4.089228,23042.86723,64.695876,71.889446,68.292661,15900000,0.3823,0.3124,3.8,10.9,0.4,6.36, Reverse,24.83,26.38,381.27,0.2875,0.3497,1.674,1.422,0.88342,6.46,52,0.067709,-0.055631,-0.038596,8.51,52,0.0023112,-0.0019011,-0.0013143,6.5,45,108400000,6.5,37,-119870000,8.93,37,7817000,8.88,51,119880000,8.93,37,108400000,6.5,37,-119870000,8.93,37,7817000,8.88,51,119880000,8.93,37,0.00011521,8.5,38,621960000,-9105500,621890000,7.56,14286000,14286000,-98051,6.18,364560000,-1522400,364560000,7.55,4086300000,4086200000,20731000,11.08,986510000,-10619000,986450000,63.0466,36.9546,7.56,4087800000,4087700000,20675000,0.0376,99.9625,11.08,61056000,4639721.081,750000,65695721.08,1061.95588,6186294.774,25288950,6328200,1146390,5048041.76,3074229.054,30336991.76,11376241.76,6194431.76,28363179.05,9402429.054,4220619.054,490.3903365,183.8942723,100.1315325,458.4841184,151.9880542,68.22531432
532,5,7,5,1,52,3.5,0,0.6,,,,61862.94774,4.089228,23042.86723,64.695876,71.889446,68.292661,15900000,0.3757,2.3281,4.4,11.6,0,6.1, Normal,26.75,29.2,454.56,0.75,2.6062,2.344,-2.1162,1.0078,8.31,52,0.040441,-0.028086,-0.029098,7.58,52,0.002038,0.001817,-0.0009231,8.32,49,108330000,8.32,37,-123730000,8.32,37,7883800,7.65,51,123750000,8.32,37,108330000,8.32,37,-123730000,8.32,37,7883800,7.65,51,123750000,8.32,37,0.00011524,7.6,38,622010000,-12135000,621890000,7.66,17433000,17433000,-37722,8.25,364560000,1150200,364560000,8.05,4054900000,4054900000,-6907700,8.12,986550000,-14128000,986450000,63.0492,36.9531,7.66,4061100000,4061100000,11796000,0.2267,99.7733,8.16,61056000,4639721.081,750000,65695721.08,1061.95588,6186294.774,25288950,6328200,1146390,5048041.76,3074229.054,30336991.76,11376241.76,6194431.76,28363179.05,9402429.054,4220619.054,490.3903365,183.8942723,100.1315325,458.4841184,151.9880542,68.22531432
532,6,7,5,1,52,3.5,0,0.6,,,,61862.94774,4.089228,23042.86723,64.695876,71.889446,68.292661,15900000,0.1168,0.5106,6,11,0.5,6.69, Reverse,17.81,18.5,411.55,0.375,0.5716,1.753,-0.93901,1.4803,4.42,52,0.037218,0.018644,0.032211,10.7,52,0.0018717,-0.0013454,0.0013012,4.71,49,105810000,4.72,37,-116230000,4.72,37,7833900,10,51,116230000,4.72,37,105810000,4.72,37,-116230000,4.72,37,7833900,10,51,116230000,4.72,37,0.00011521,9.98,38,621980000,-10311000,621900000,4.45,13750000,13750000,-90433,5.32,364560000,1327000,364560000,4.12,4072400000,4072300000,21544000,10.61,986520000,-11973000,986450000,63.0478,36.9538,4.45,4077000000,4077000000,15902000,0.1316,99.8684,10.63,61056000,4639721.081,750000,65695721.08,1061.95588,6186294.774,25288950,6328200,1146390,5048041.76,3074229.054,30336991.76,11376241.76,6194431.76,28363179.05,9402429.054,4220619.054,490.3903365,183.8942723,100.1315325,458.4841184,151.9880542,68.22531432
532,7,7,5,1,52,3.5,0,0.6,,,,61862.94774,4.089228,23042.86723,64.695876,71.889446,68.292661,15900000,0.0933,0.9772,4.7,13.8,0.1,5.61, Reverse,23.67,25.69,365.22,0.2,1.094,2.2123,2.1105,0.66326,7.5,52,0.042094,-0.031687,-0.027711,7.54,52,0.0016189,-0.0003303,-0.0015848,7.67,45,101520000,7.64,37,-111260000,9.85,37,7913600,7.68,51,111270000,9.85,37,101520000,7.64,37,-111260000,9.85,37,7913600,7.68,51,111270000,9.85,37,0.00011523,7.67,38,621970000,9731700,621900000,7.28,14294000,14294000,-87355,9.17,364560000,-1273300,364560000,8.34,4066400000,4066300000,22709000,8.41,986520000,11221000,986450000,63.0475,36.9541,7.28,4068300000,4068200000,17472000,0.1,99.9,8.44,61056000,4639721.081,750000,65695721.08,1061.95588,6186294.774,25288950,6328200,1146390,5048041.76,3074229.054,30336991.76,11376241.76,6194431.76,28363179.05,9402429.054,4220619.054,490.3903365,183.8942723,100.1315325,458.4841184,151.9880542,68.22531432
533,1,6,12,1,48,4,2,,,0.5,0.85,71242.53031,4.613398,26867.69508,54.947676,68.395858,61.671767,14900000,0.6007,0.6821,14.7,29,0.1,6.19, strike slip,17.64,17.64,408.93,0.125,0.7636,0.81566,0.52486,-0.62436,19.24,48,0.062309,-0.034546,0.051855,19.25,48,0.0019951,-0.0012102,0.0015861,19.27,37,119620000,19.3,22,-110900000,19.3,22,7203800,11.61,0,119630000,19.3,22,127120000,18.51,0,-139740000,18.65,0,7203800,11.61,0,139810000,18.64,0,0.00023535,0.01,43,578880000,-7373700,578830000,11.55,18244000,18243000,-177810,11.61,357380000,531250,357380000,17.67,5359500000,5359500000,837630,19.2,936250000,-7647400,936210000,61.83,38.1717,11.55,5376500000,5376500000,659820,0.3158,99.6842,19.2,57216000,5343189.773,750000,62559189.77,878.1157758,7124253.031,23698450,5930200,1074290,5813419.522,3540339.809,29511869.52,11743619.52,6887709.522,27238789.81,9470539.809,4614629.809,414.245106,164.8400116,96.67974302,382.3388879,132.9337934,64.77352487
533,2,6,12,1,48,4,2,,,0.5,0.85,71242.53031,4.613398,26867.69508,54.947676,68.395858,61.671767,14900000,0.2348,0.3388,10.6,16.8,1,6.61, Reverse,19.33,22.63,450.28,0.375,0.3792,1.7491,0.70769,1.5996,1.47,48,0.04721,-0.0238,-0.040772,1.5,48,0.0022617,-0.0009771,-0.0020397,1.56,45,112510000,3.63,22,-105940000,1.56,22,7294500,1.23,0,112530000,3.63,22,126100000,2.23,0,-139390000,2.23,0,7294500,1.23,0,139470000,2.23,0,0.00023535,0.01,43,578980000,12931000,578830000,1.22,12897000,-12896000,-177810,2.57,357380000,1054800,357380000,1.22,5308400000,5308400000,-8991100,2.33,936320000,13986000,936210000,61.8356,38.1689,1.22,5317700000,5317700000,-8374200,0.1791,99.8209,2.34,57216000,5343189.773,750000,62559189.77,878.1157758,7124253.031,23698450,5930200,1074290,5813419.522,3540339.809,29511869.52,11743619.52,6887709.522,27238789.81,9470539.809,4614629.809,414.245106,164.8400116,96.67974302,382.3388879,132.9337934,64.77352487
533,3,6,12,1,48,4,2,,,0.5,0.85,71242.53031,4.613398,26867.69508,54.947676,68.395858,61.671767,14900000,0.2005,0.2305,5.4,15.4,0.9,6.6, Normal Oblique,10.27,10.27,361.4,0.25,0.258,1.2888,-0.93878,0.88299,4.51,48,0.065542,-0.026954,0.059743,12.2,48,0.002123,-0.000279,-0.0021046,9.09,45,118980000,12.27,22,-110450000,12.26,22,7393700,8.03,0,119000000,12.27,22,127730000,8.06,0,-141480000,8.04,0,7393700,8.03,0,141570000,8.05,0,0.00023535,0.01,43,578920000,10133000,578830000,6.89,22711000,22710000,-177810,12.1,357380000,-785000,357380000,8,5372600000,5372600000,-769400,12.13,936280000,10967000,936210000,61.8323,38.1704,6.89,5395100000,5395100000,-1021300,0.4182,99.5819,12.12,57216000,5343189.773,750000,62559189.77,878.1157758,7124253.031,23698450,5930200,1074290,5813419.522,3540339.809,29511869.52,11743619.52,6887709.522,27238789.81,9470539.809,4614629.809,414.245106,164.8400116,96.67974302,382.3388879,132.9337934,64.77352487
